Date,AAPL,AMZN,CSCO,GOOGL,GS,JPM,MSFT,NFLX,NVDA,TSLA
2024-01-25,193.92254638671875,157.75,52.33000183105469,151.8699951171875,382.70001220703125,172.94000244140625,404.1226806640625,562.0,616.1699829101562,182.6300048828125
2024-01-26,192.17477416992188,159.1199951171875,52.13999938964844,152.19000244140625,377.7900085449219,172.27999877929688,403.1844177246094,570.4199829101562,610.3099975585938,183.25
2024-01-29,191.48565673828125,161.25999450683594,52.290000915527344,153.50999450683594,380.55999755859375,172.72999572753906,408.9637145996094,575.7899780273438,624.6500244140625,190.92999267578125
2024-01-30,187.80035400390625,159.0,52.2400016784668,151.4600067138672,386.8699951171875,176.27000427246094,407.8358154296875,562.8499755859375,627.739990234375,191.58999633789062
2024-01-31,184.1649932861328,155.1999969482422,50.18000030517578,140.10000610351562,384.010009765625,174.36000061035156,396.84613037109375,564.1099853515625,615.27001953125,187.2899932861328
2024-02-01,186.6218719482422,159.27999877929688,50.18000030517578,141.16000366210938,383.8500061035156,173.72999572753906,403.0346984863281,567.510009765625,630.27001953125,188.86000061035156
2024-02-02,185.6131591796875,171.80999755859375,50.18000030517578,142.3800048828125,387.8599853515625,174.72999572753906,410.4609680175781,564.6400146484375,661.5999755859375,187.91000366210938
2024-02-05,187.44081115722656,170.30999755859375,49.5099983215332,143.67999267578125,383.0199890136719,174.5,404.9012451171875,562.0599975585938,693.3200073242188,181.05999755859375
2024-02-06,189.0587615966797,169.14999389648438,49.97999954223633,144.10000610351562,384.989990234375,175.10000610351562,404.74151611328125,555.8800048828125,682.22998046875,185.10000610351562
2024-02-07,189.1686248779297,170.52999877929688,49.77000045776367,145.5399932861328,386.6600036621094,175.42999267578125,413.28570556640625,559.2999877929688,700.989990234375,187.5800018310547
2024-02-08,188.08001708984375,169.83999633789062,49.95000076293945,145.91000366210938,385.0400085449219,174.8000030517578,413.3456115722656,558.530029296875,696.4099731445312,189.55999755859375
2024-02-09,188.85000610351562,174.4499969482422,50.130001068115234,149.0,384.260009765625,175.00999450683594,419.7737121582031,561.3200073242188,721.3300170898438,193.57000732421875
2024-02-12,187.14999389648438,172.33999633789062,49.9900016784668,147.52999877929688,392.6400146484375,175.7899932861328,414.4934997558594,557.8499755859375,722.47998046875,188.1300048828125
2024-02-13,185.0399932861328,168.63999938964844,49.63999938964844,145.13999938964844,378.75,174.25999450683594,405.57000732421875,554.52001953125,721.280029296875,184.02000427246094
2024-02-14,184.14999389648438,170.97999572753906,50.279998779296875,145.94000244140625,378.0400085449219,176.02999877929688,409.489990234375,579.3300170898438,739.0,188.7100067138672
2024-02-15,183.86000061035156,169.8000030517578,49.060001373291016,142.77000427246094,385.4200134277344,179.8699951171875,406.55999755859375,593.4600219726562,726.5800170898438,200.4499969482422
2024-02-16,182.30999755859375,169.50999450683594,48.439998626708984,140.52000427246094,384.44000244140625,179.02999877929688,404.05999755859375,583.9500122070312,726.1300048828125,199.9499969482422
2024-02-20,181.55999755859375,167.0800018310547,48.279998779296875,141.1199951171875,384.5199890136719,179.72999572753906,402.7900085449219,575.1300048828125,694.52001953125,193.75999450683594
2024-02-21,182.32000732421875,168.58999633789062,48.47999954223633,142.5500030517578,388.2699890136719,180.89999389648438,402.17999267578125,573.3499755859375,674.719970703125,194.77000427246094
2024-02-22,182.94500732421875,172.00999450683594,48.440101623535156,143.1999969482422,390.2200012207031,182.77999877929688,408.9100036621094,585.0900268554688,776.6951293945312,194.4980010986328
